Title,Price,Brand,Model,Year of Manufacture,Engine capacity,Mileage,Bike Type,Condition,Trim / Edition,Location,URL
TVS Streak 2012,"Rs 300,000",TVS,Streak,2012,90 cc,"38,000 km",Scooters,Used,Tvs Streak,Rajagiriya,https://ikman.lk/en/ad/tvs-streak-2012-for-sale-colombo-615
Bajaj V15 2016,"Rs 280,000",Bajaj,V15,2016,150 cc,"230,640 km",Motorbikes,Used,,Ibbagamuwa,https://ikman.lk/en/ad/bajaj-v15-2016-for-sale-kurunegala-164
Bajaj Discover 125 2019,"Rs 280,000",Bajaj,Discover 125,2019,125 cc,"26,488 km",Motorbikes,Used,,Kurunegala City,https://ikman.lk/en/ad/bajaj-discover-125-2019-for-sale-kurunegala-57
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Colombo 5,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-467
Bajaj Platina 2010,"Rs 220,000",Bajaj,Platina,2010,100 cc,"45,888 km",Motorbikes,Used,,Kurunegala City,https://ikman.lk/en/ad/bajaj-platina-2010-for-sale-kurunegala-344
Suzuki Burgman 2020,"Rs 710,000",Suzuki,Burgman,2020,125 cc,"70,000 km",Scooters,Used,,Bandarawela,https://ikman.lk/en/ad/suzuki-burgman-2020-for-sale-badulla-1
Bajaj Platina 2021,"Rs 130,000",Bajaj,Platina,2021,100 cc,"26,499 km",Motorbikes,Used,,Kurunegala City,https://ikman.lk/en/ad/bajaj-platina-2021-for-sale-kurunegala-4
Hero Dash 2015,"Rs 270,000",Hero,Dash,2015,"1,100 cc","50,000 km",Scooters,Used,,Peradeniya,https://ikman.lk/en/ad/hero-dash-2015-for-sale-kandy-110
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Colombo 9,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-466
Yamaha RayZR 2017,"Rs 455,000",Yamaha,RayZR,2017,100 cc,"38,000 km",Scooters,Used,2017,Biyagama,https://ikman.lk/en/ad/yamaha-rayzr-ray-zr-2017-for-sale-gampaha-7
Hero Hunk 2016,"Rs 460,000",Hero,Hunk,2016,150 cc,"38,000 km",Motorbikes,Used,Hunk,Trincomalee City,https://ikman.lk/en/ad/hero-hunk-2016-for-sale-trincomalee-220
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Dehiwala,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-465
TVS XL Super 2012,"Rs 130,000",TVS,XL Super,2012,70 cc,"25,000 km",Motorbikes,Used,TVS,Wariyapola,https://ikman.lk/en/ad/tvs-xl-super-havy-duty-2012-for-sale-kurunegala
Hero Maestro Edge 2018,"Rs 285,000",Hero,Maestro Edge,2018,110 cc,"51,000 km",Scooters,Used,Hero maestro edge,Gampaha City,https://ikman.lk/en/ad/hero-maestro-edge-2018-for-sale-gampaha-669
Bajaj Discover 150 2011,"Rs 235,000",Bajaj,Discover,2011,125 cc,"35,252 km",Motorbikes,Used,150,Katunayake,https://ikman.lk/en/ad/bajaj-discover-150-2011-for-sale-gampaha-1527
Bajaj Discover 150 2011,"Rs 235,000",Bajaj,Discover,2011,125 cc,"35,252 km",Motorbikes,Used,150,Katunayake,https://ikman.lk/en/ad/bajaj-discover-150-2011-for-sale-gampaha-1526
TVS Raider 125 2026,"Rs 157,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Panadura,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-kalutara-153
Bajaj XCD 125 2008,"Rs 165,000",Bajaj,XCD,2008,125 cc,"65,552 km",Motorbikes,Used,125,Katunayake,https://ikman.lk/en/ad/bajaj-xcd-125-2008-for-sale-gampaha-630
Bajaj Pulsar 150 2015,"Rs 510,000",Bajaj,Pulsar 150,2015,150 cc,"65,000 km",Motorbikes,Used,2015,Wennappuwa,https://ikman.lk/en/ad/bajaj-pulsar-150-dts-i-2015-for-sale-puttalam-1
Bajaj Discover 125 2006,"Rs 155,000",Bajaj,Discover 125,2006,125 cc,"66,255 km",Motorbikes,Used,,Katunayake,https://ikman.lk/en/ad/bajaj-discover-125-2006-for-sale-gampaha-1337
Royal Enfield Classic 350 2025,"Rs 2,645,000",Royal Enfield,Classic 350,2025,350 cc,"1,500 km",Motorbikes,Used,2025,Jaffna City,https://ikman.lk/en/ad/royal-enfield-classic-350-2025-for-sale-jaffna
TVS Raider 125 2026,"Rs 178,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,TVS,Kiribathgoda,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-gampaha-5
TVS Ntorq 125 Brand New 2026,"Rs 168,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Kolonnawa,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-555
TVS Ntorq 125 Brand New 2025,"Rs 158,500",TVS,Ntorq 125,2025,125 cc,0 km,Scooters,Brand New,Brand New,Miriswatta,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2025-for-sale-gampaha-1141
TVS Ntorq 125 Brand New 2025,"Rs 155,000",TVS,Ntorq 125,2025,125 cc,0 km,Scooters,Brand New,Brand New,Wattala,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2025-for-sale-gampaha-1134
TVS Ntorq 125 Brand New 2021,"Rs 178,500",TVS,Ntorq 125,2021,125 cc,0 km,Scooters,Brand New,Brand New,Kelaniya,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2021-for-sale-gampaha-54
TVS Ntorq 125 Brand New 2025,"Rs 158,500",TVS,Ntorq 125,2025,125 cc,0 km,Scooters,Brand New,Brand New,Wattala,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2025-for-sale-gampaha-1140
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Kotikawatta,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-464
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Kolonnawa,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-463
TVS Raider 125 2025,"Rs 178,000",TVS,Raider 125,2025,125 cc,0 km,Motorbikes,Brand New,TVS,Athurugiriya,https://ikman.lk/en/ad/tvs-raider-125-2025-for-sale-colombo-3248
Yamaha FZs V2 2012,"Rs 550,000",Yamaha,FZs V2,2012,150 cc,"40,000 km",Motorbikes,Used,,Matara City,https://ikman.lk/en/ad/yamaha-fz-2012-for-sale-matara-127
Hero Maestro Edge 2020,"Rs 332,000",Hero,Maestro Edge,2020,110 cc,"34,500 km",Scooters,Used,,Moratuwa,https://ikman.lk/en/ad/hero-maestro-edge-2020-for-sale-colombo-48
Hero Dash 2016,"Rs 315,000",Hero,Dash,2016,100 cc,"52,000 km",Scooters,Used,Hero dash 2016,Elpitiya,https://ikman.lk/en/ad/hero-dash-2016-for-sale-galle-371
TVS iQube Electric 2026,"Rs 128,000",TVS,iQube Electric,2026,3 cc,0 km,E-bikes,Brand New,,Nugegoda,https://ikman.lk/en/ad/tvs-iqube-electric-2026-for-sale-colombo-85
Bajaj Pulsar 180 2012,"Rs 395,000",Bajaj,Pulsar 180,2012,180 cc,"65,000 km",Motorbikes,Used,,Veyangoda,https://ikman.lk/en/ad/bajaj-pulsar-180-2012-for-sale-gampaha-483
Yamaha FZS V3 2019,"Rs 850,000",Yamaha,FZS V3,2019,155 cc,"43,000 km",Motorbikes,Used,,Trincomalee City,https://ikman.lk/en/ad/yamaha-fzs-v3-2019-for-sale-trincomalee-16
Bajaj Discover 125 2015,"Rs 320,000",Bajaj,Discover 125,2015,125 cc,"60,587 km",Motorbikes,Used,,Kilinochchi City,https://ikman.lk/en/ad/bajaj-discover-125-2015-for-sale-kilinochchi
Honda Activa 4G 2017,"Rs 415,000",Honda,Activa,2017,125 cc,"128,000 km",Scooters,Used,4G,Ragama,https://ikman.lk/en/ad/honda-activa-4g-2017-for-sale-gampaha
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Olaboduwa,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-462
Bajaj Pulsar NS200 2026,"Rs 303,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,bajaj,Wattala,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2026-for-sale-gampaha-129
Bajaj CT100 2026,"Rs 149,045",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,bajaj,Wattala,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-404
Bajaj Boxer red 2004,"Rs 138,000",Bajaj,Boxer,2004,100 cc,"138,000 km",Motorbikes,Used,red,Madawala Bazaar,https://ikman.lk/en/ad/bajaj-boxer-red-2004-for-sale-kandy
TVS Ntorq 125 Brand New 2026,"Rs 174,900",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Piliyandala,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-574
TVS Ntorq 125 2019,"Rs 530,000",TVS,Ntorq 125,2019,125 cc,"68,000 km",Scooters,Used,,Badulla City,https://ikman.lk/en/ad/tvs-ntorq-125-2019-for-sale-badulla-8
Hero CBZ 2005,"Rs 100,000",Hero,CBZ,2005,150 cc,"65,000 km",Motorbikes,Used,2005,Piliyandala,https://ikman.lk/en/ad/hero-cbz-honda-star-2005-for-sale-colombo
Hero Dash 2017,"Rs 320,000",Hero,Dash,2017,110 cc,"60,000 km",Scooters,Used,2017,Colombo 14,https://ikman.lk/en/ad/hero-dash-2017-for-sale-colombo-735
Bajaj Pulsar 150 2016,"Rs 525,000",Bajaj,Pulsar 150,2016,150 cc,"57,785 km",Motorbikes,Used,,Medirigiriya,https://ikman.lk/en/ad/bajaj-pulsar-150-2016-for-sale-polonnaruwa-231
Bajaj CT100 Brand New 2026,"Rs 149,045",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Brand New,Colombo 13,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2026-for-sale-colombo-232
Yamaha Ray ZR 2020,"Rs 535,000",Yamaha,Ray ZR,2020,110 cc,"59,000 km",Scooters,Used,Yamaha,Kuliyapitiya,https://ikman.lk/en/ad/yamaha-ray-zr-2020-for-sale-kurunegala-127
TVS Apache RTR 160 2009,"Rs 215,000",TVS,Apache RTR 160,2009,160 cc,"655,000 km",Motorbikes,Used,,Trincomalee City,https://ikman.lk/en/ad/tvs-apache-rtr-160-2009-for-sale-trincomalee
Hero Pleasure 2015,"Rs 348,000",Hero,Pleasure,2015,100 cc,"68,200 km",Scooters,Used,,Ampara City,https://ikman.lk/en/ad/hero-pleasure-2015-for-sale-ampara-15
TVS Ntorq 125 2019,"Rs 550,000",TVS,Ntorq 125,2019,125 cc,"47,800 km",Scooters,Used,Ntorq 125,Matara City,https://ikman.lk/en/ad/tvs-ntorq-125-2019-for-sale-matara-39
Honda CD 125 Twin 1997,"Rs 650,000",Honda,CD 125,1997,125 cc,"150,000 km",Motorbikes,Used,Twin,Homagama,https://ikman.lk/en/ad/honda-cd-125-twin-1997-for-sale-colombo
TVS iQube Electric 2026,"Rs 128,000",TVS,iQube Electric,2026,3 cc,0 km,E-bikes,Brand New,,Piliyandala,https://ikman.lk/en/ad/tvs-iqube-electric-2026-for-sale-colombo-84
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Yatiyantota,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-107
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Kalubowila,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-461
TVS Raider 125 2026,"Rs 285,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,,Maharagama,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-477
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Kitulgala,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-103
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Hemmathagama,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-104
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Galigamuwa,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-105
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Deraniyagala,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-106
Bajaj Pulsar N125 2025,"Rs 328,000",Bajaj,Pulsar N125,2025,125 cc,0 km,Motorbikes,Brand New,bajaj,Rajagiriya,https://ikman.lk/en/ad/bajaj-pulsar-n125-2025-for-sale-colombo-398
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Dehiowita,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-108
Bajaj Discover 125 2025,"Rs 331,000",Bajaj,Discover 125,2025,125 cc,0 km,Motorbikes,Brand New,Bajaj,Kotte,https://ikman.lk/en/ad/bajaj-discover-125-2025-for-sale-colombo-808
TVS Scooty Zest 2017,"Rs 315,000",TVS,Scooty Zest,2017,110 cc,"35,200 km",Scooters,Used,TVS,Ahangama,https://ikman.lk/en/ad/tvs-scooty-zest-2017-for-sale-galle-1
TVS Ntorq 125 Race Edition 2026,"Rs 199,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Race Edition,Kolonnawa,https://ikman.lk/en/ad/tvs-ntorq-125-race-edition-2026-for-sale-colombo-84
Bajaj CT100 2025,"Rs 264,000",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,Bajaj,Colombo 10,https://ikman.lk/en/ad/bajaj-ct100-2025-for-sale-colombo-1429
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Rambukkana,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-109
TVS Ntorq 2026,"Rs 55,700",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Ntorq ,Moratuwa,https://ikman.lk/en/ad/tvs-ntorq-2026-for-sale-colombo-241
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Ruwanwella,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-110
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Warakapola,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-111
Hero Pleasure 2013,"Rs 285,000",Hero,Pleasure,2013,100 cc,"76,000 km",Scooters,Used,Pleasure,Kinniya,https://ikman.lk/en/ad/hero-pleasure-2013-for-sale-trincomalee-5
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Mawanella,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-112
Bajaj Pulsar NS200 2026,"Rs 514,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,,Kiribathgoda,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2026-for-sale-gampaha-128
Bajaj Pulsar N160 Premium 2026,"Rs 275,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Kegalle City,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-113
Bajaj Pulsar NS200 Brand New 2026,"Rs 515,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,Brand New,Kolonnawa,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2026-for-sale-colombo-57
Suzuki Gixxer 2017,"Rs 595,000",Suzuki,Gixxer,2017,160 cc,"80,000 km",Motorbikes,Used,Suzuki,Veyangoda,https://ikman.lk/en/ad/suzuki-gixxer-160-2017-for-sale-gampaha
Bajaj Pulsar NS200 Brand New 2026,"Rs 515,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2026-for-sale-colombo-56
Bajaj Aspire 48cc 2010,"Rs 35,000",Bajaj,Aspire,2010,48 cc,"10,000 km",Scooters,Used,48cc,Wattala,https://ikman.lk/en/ad/bajaj-aspire-48cc-2010-for-sale-gampaha
Honda CB Hornet 1998,"Rs 1,350,000",Honda,CB Hornet,1998,250 cc,"43,000 km",Motorbikes,Used,CB,Nugegoda,https://ikman.lk/en/ad/honda-cb-hornet-excellent-condition-1998-for-sale-colombo
Bajaj Pulsar NS200 2026,"Rs 514,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,,Kiribathgoda,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2026-for-sale-gampaha-127
Bajaj Platina 2018,"Rs 420,000",Bajaj,Platina,2018,100 cc,"52,000 km",Motorbikes,Used,2018,Ratnapura City,https://ikman.lk/en/ad/bajaj-platina-100es-2018-for-sale-ratnapura
